ElapsedTime,Epoch,BestDNA,RewardOfBestDNA,CansPickedUpByBest,AvgRewardCurEpoch
8.839998,90,032210246315606155240436325630511404324033601635252543300153406265351345545616143455353230243241142361625153356054345415504543613115064321403042023066402102061130425313455514356454044011324415460451436335145623452333446130416513264650066344544,3.1,0,-2.728167
8.939999,91,032210246315606155240436325630511404324033601635252543300153406265351345545616143455353230243241142361625153356054345415504543613115064321403042023066402102061130425313455514356454044011324415460451436335145623452333446130416513264650066344544,3.85,0,-2.220134
9.039999,92,032210246315606155240436325630511404324033601635252543300153406265351345545616143455353230243241142361625153356054345415504543613115064321403042023066402102061130425313455514356454044011324415460451436335145623452333446130416513264650066344544,3.3,0,-6.681367
9.139999,93,032210246315606155240436325630511404324033601635252543300153406265351345545616143455353230243241142361625153356054345415504543613115064321403042023066402102061130425313455514356454044011324415460451436335145623452333446130416513264650066344544,5.25,1,-1.7297
9.24,94,032210246315606155240436325630511404324033601635252543300153406265351345545616143455353230243241142361625153356054345415504543613115064321403042023066402102061130425313455514356454044011324415460451436335145623452333446130416513264650066344544,3.6,0,-3.454533
9.34,95,032210246315606155240436325630511404324033601635252543300153406265351345545616143455353230243241142361625153356054345415504543613115064321403042023066402102061130425313455514356454044011324415460451436335145623452333446130416513264650066344544,4.2,1,-4.143867
9.440001,96,032210246315606155240436325630511404324033601635252543300153406265351345545616143455353230243241142361625153356054345415504543613115064321403042023066402102061130425313455514356454044011324415460451436335145623452333446130416513264650066344544,3.55,0,-3.2405
9.540001,97,032210246315606155240436325630511404324033601635252543300153406265351345545616143455353230243241142361625153356054345415504543613115064321403042023066402102061130425313455514356454044011324415460451436335145623452333446130416513264650066344544,3.9,1,-2.846033
9.640001,98,032210246315606155240436325630511404324033601635252543300153406265351345545616143455353230243241142361625153356054345415504543613115064321403042023066402102061130425313455514356454044011324415460451436335145623452333446130416513264650066344544,4.15,0,-1.2467
9.740002,99,032210246315606155240436325630511404324033601635252543300153406265351345545616143455353230243241142361625153356054345415504543613115064321403042023066402102061130425313455514356454044011324415460451436335145623452333446130416513264650066344544,4.3,0,-1.5216
9.840002,100,032210246315606155240436325630511404324033601635252543300153406265351345545616143455353230243241142361625153356054345415504543613115064321403042023066402102061130425313455514356454044011324415460451436335145623452333446130416513264650066344544,3.4,0,-2.522434

